domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
zh-reg.usps.com,11421,13497,3115,1.181770423,16.81770423,10382
3dparks.wr.usgs.gov,10382,10382,9344,1,0,10382
alaskafisheries.noaa.gov,10382,14535,10382,1.400019264,17.90078983,11421
armydentalcorps.amedd.army.mil,10382,21803,9344,2.100077056,107.3045656,10382
barksdale.af.mil,10382,33224,11421,3.200154113,332.9141784,10382
bep.gov,10382,20765,9344,2.000096321,18.80080909,10382
bloodcell.transplant.hrsa.gov,10382,63333,10382,6.100269698,192.5081872,10382
cannon.af.mil,10382,26994,11421,2.600077056,22.20092468,10382
clr25.marines.mil,10382,21803,2076,2.100077056,158.0067424,10382
crustal.usgs.gov,10382,82021,8306,7.900308226,321.6137546,9344
deepspace.jpl.nasa.gov,10382,16612,7268,1.600077056,42.60181083,9344
detroit.va.gov,10382,17650,11421,1.700057792,31.3012907,12459
dsld.nlm.nih.gov,10382,42568,11421,4.100173377,173.2073782,11421
factor.niehs.nih.gov,10382,39453,6229,3.800134849,78.80340975,9344
fairchild.af.mil,10382,24918,11421,2.400115585,39.40165671,9344
fara.gov,10382,11421,3115,1.100077056,47.902042,5191
federalreporter.nih.gov,10382,62295,6229,6.000288962,317.1135619,8306
fermi.gsfc.nasa.gov,10382,15574,7268,1.500096321,181.4077249,10382
gateway-sit.usps.com,10382,15574,5191,1.500096321,2.700154113,10382
gdc-mvs-qa.nci.nih.gov,10382,31147,1038,3.000096321,559.6238682,8306
idea.ed.gov,10382,15574,12459,1.500096321,19.10084762,10382
integrity.gov,10382,23880,5191,2.300134849,520.8222886,10382
macg28.marines.mil,10382,15574,4153,1.500096321,206.8088037,10382
marcorsyscom.marines.mil,10382,16612,7268,1.600077056,59.4025236,11421
mcasyuma.marines.mil,10382,12459,9344,1.200057792,87.0037565,9344
mcipac.marines.mil,10382,18688,10382,1.800038528,27.50115585,9344
ncit.nci.nih.gov,10382,39453,7268,3.800134849,226.5096321,14535
order.nia.nih.gov,10382,24918,11421,2.400115585,25.10104026,10382
overview.uscg.mil,10382,37377,12459,3.600173377,183.3078405,6229
patientcare.va.gov,10382,20765,11421,2.000096321,130.0055866,9344
peacecorps.usajobs.gov,10382,13497,10382,1.300038528,83.90358312,4153
pppl.gov,10382,45683,10382,4.400211905,138.5058756,10382
prescott.va.gov,10382,15574,8306,1.500096321,48.70208052,11421
pro-net.sba.gov,10382,14535,9344,1.400019264,103.2043922,9344
recruiting.af.mil,10382,23880,10382,2.300134849,206.1088422,9344
response.epa.gov,10382,36339,6229,3.500192641,148.3062994,7268
saw.usace.army.mil,10382,21803,6229,2.100077056,63.8027355,10382
search.invasivespeciesinfo.gov,10382,13497,4153,1.300038528,178.9076286,9344
sz.usembassy.gov,10382,21803,7268,2.100077056,92.30398767,10382
trio.ed.gov,10382,586608,1038,56.50240801,1860.279426,10382
tsunami.noaa.gov,10382,11421,9344,1.100077056,62.40261992,9344
tucson.va.gov,10382,17650,8306,1.700057792,49.30206126,10382
usatrade.census.gov,10382,41530,7268,4.000192641,186.1079753,6229
uscirf.gov,10382,36339,9344,3.500192641,315.9135041,10382
valor.defense.gov,10382,12459,9344,1.200057792,13.80061645,10382
volunteer.va.gov,10382,17650,9344,1.700057792,79.20342901,10382
wright.nasa.gov,10382,12459,10382,1.200057792,47.2019842,10382
yourtickettowork.ssa.gov,10382,41530,10382,4.000192641,250.6106723,5191
zh-store.usps.com,10382,22841,2076,2.200057792,28.40117511,12459
afcec.af.mil,9344,46721,5191,5.000107021,219.0047089,9344
afhra.af.mil,9344,36339,9344,3.889019692,355.3408604,9344
afterdeployment.dcoe.mil,9344,37377,8306,4.000107021,200.0042808,9344
answers.usgs.gov,9344,13497,9344,1.444456336,7.666845034,10382
asrs.arc.nasa.gov,9344,16612,8306,1.777825342,12.33358305,9344
beta.healthit.gov,9344,37377,5191,4.000107021,445.3427868,9344
birmingham.va.gov,9344,20765,9344,2.222281678,367.6745505,11421
bj.usembassy.gov,9344,13497,9344,1.444456336,107.8911601,8306
buckley.af.mil,9344,29071,8306,3.111194349,93.11312072,9344
cddis.nasa.gov,9344,15574,4153,1.666738014,358.2298801,8306
cg.usembassy.gov,9344,14535,9344,1.555543664,158.8922303,6229
cneos.jpl.nasa.gov,9344,9344,9344,1,4.555650685,8306
columbus.af.mil,9344,25956,9344,2.777825342,179.2260274,9344
dayton.va.gov,9344,18688,9344,2,441.0094178,8306
dz.usembassy.gov,9344,16612,8306,1.777825342,110.0023545,9344
eagnmnmepd49.usps.gov,9344,11421,9344,1.222281678,2,9344
edgarcompany.sec.gov,9344,119398,10382,12.77803938,122.6693065,13497
eoffer.gsa.gov,9344,51912,10382,5.555650685,167.447988,10382
fayettevillenc.va.gov,9344,14535,11421,1.555543664,0.777825342,12459
fl.water.usgs.gov,9344,18688,6229,2,227.4492723,8306
flowergarden.noaa.gov,9344,25956,8306,2.777825342,426.4535531,9344
fpir.noaa.gov,9344,24918,8306,2.666738014,142.7808219,8306
ga.usembassy.gov,9344,33224,7268,3.555650685,220.3380779,9344
kidsenvirohealth.nlm.nih.gov,9344,14535,6229,1.555543664,83.66845034,9344
marad.dot.gov,9344,55027,8306,5.889019692,383.8970462,9344
marinecadastre.gov,9344,35300,2076,3.777825342,376.6746575,9344
marion.va.gov,9344,26994,8306,2.888912671,159.8923373,8306
mda.mil,9344,32186,6229,3.444563356,234.671661,9344
mm.usembassy.gov,9344,18688,8306,2,131.1138699,9344
move.va.gov,9344,24918,9344,2.666738014,225.8937286,9344
natice.noaa.gov,9344,21803,7268,2.333369007,175.8926584,10382
ndu.edu,9344,19727,10382,2.111194349,43.11205051,9344
ninr.nih.gov,9344,26994,9344,2.888912671,146.2253853,8306
nwhc.usgs.gov,9344,9344,8306,1,6.222388699,9344
nwp.usace.army.mil,9344,15574,5191,1.666738014,8.333476027,9344
oig.dhs.gov,9344,20765,10382,2.222281678,299.5619649,10382
pdhealth.mil,9344,18688,8306,2,167.0035317,9344
prevention.cancer.gov,9344,33224,7268,3.555650685,223.0047089,10382
printerdirectory.usps.com,9344,11421,10382,1.222281678,166.3369007,7268
pueblo.gpo.gov,9344,26994,7268,2.888912671,68.89030394,9344
rehab.research.va.gov,9344,15574,6229,1.666738014,255.2276327,9344
robotics.nasa.gov,9344,14535,9344,1.555543664,227.2270976,9344
sanfrancisco.va.gov,9344,19727,6229,2.111194349,73.89041096,9344
spinoff.nasa.gov,9344,21803,9344,2.333369007,65.1124786,9344
statecancerprofiles.cancer.gov,9344,78907,7268,8.444670377,298.2285959,9344
sti.nasa.gov,9344,14535,7268,1.555543664,40.4453125,11421
studyabroad.state.gov,9344,12459,5191,1.333369007,143.4474529,9344
t2health.dcoe.mil,9344,14535,9344,1.555543664,15.00032106,9344
tmog.uspto.gov,9344,20765,11421,2.222281678,57.55682791,10382
toxics.usgs.gov,9344,10382,8306,1.111087329,17.4447774,9344
warren.af.mil,9344,20765,7268,2.222281678,65.55693493,10382
webmap.ornl.gov,9344,21803,5191,2.333369007,68.33476027,7268
yosemite.epa.gov,9344,38415,4153,4.111194349,95.89094606,10382
1stmlg.marines.mil,8306,12459,7268,1.5,87.99951842,8306
24sow.af.mil,8306,31147,5191,3.749939803,216.7488562,7268
59mdw.af.mil,8306,12459,6229,1.5,115.1243679,7268
920rqw.afrc.af.mil,8306,11421,8306,1.375030099,39.74981941,8306
airman.dodlive.mil,8306,14535,8306,1.749939803,255.3735854,8306
antibodies.cancer.gov,8306,9344,7268,1.124969901,19.3749097,8306
bts.dot.gov,8306,39453,8306,4.749939803,66.62460872,8306
cancercontrol.cancer.gov,8306,16612,7268,2,119.1243679,8306
catalog.nidcr.nih.gov,8306,8306,8306,1,0,8306
centraliowa.va.gov,8306,10382,6229,1.249939803,79.37454852,8306
cheyenne.va.gov,8306,13497,7268,1.624969901,124.4992776,8306
cit.nih.gov,8306,14535,5191,1.749939803,6.124969901,10382
coatesville.va.gov,8306,16612,5191,2,232.7487359,7268
columbus.va.gov,8306,9344,5191,1.124969901,43.37478931,8306
coralreef.noaa.gov,8306,11421,10382,1.375030099,48.12472911,8306
csc.noaa.gov,8306,10382,8306,1.249939803,71.24957862,8306
cy.usembassy.gov,8306,24918,7268,3,302.2483747,8306
danville.va.gov,8306,9344,4153,1.124969901,35.24981941,7268
data.cdc.gov,8306,41530,9344,5,165.749097,5191
dc2kt11.cftc.gov,8306,42568,1038,5.124969901,1031.119432,6229
dod.usajobs.gov,8306,11421,7268,1.375030099,500.6223212,3115
dualicons-forecast.weather.gov,8306,9344,1038,1.124969901,1.624969901,8306
elibraryusa.state.gov,8306,16612,3115,2,214.2488562,8306
epa.usajobs.gov,8306,37377,7268,4.5,299.8733446,5191
epic.gsfc.nasa.gov,8306,10382,7268,1.249939803,7.374909704,8306
esa.doc.gov,8306,19727,8306,2.375030099,43.62472911,8306
eyes.nasa.gov,8306,12459,11421,1.5,218.7488562,8306
fargo.va.gov,8306,11421,5191,1.375030099,7.624969901,9344
feb.gov,8306,21803,6229,2.624969901,31.24981941,8306
gdex.cr.usgs.gov,8306,12459,6229,1.5,111.999398,8306
geomac.gov,8306,8306,2076,1,0,8306
gq.usembassy.gov,8306,20765,4153,2.5,106.8744281,8306
groundwaterwatch.usgs.gov,8306,46721,5191,5.624969901,250.7486155,10382
hcupnet.ahrq.gov,8306,12459,6229,1.5,309.4983145,7268
healthyeating.nhlbi.nih.gov,8306,26994,11421,3.249939803,49.74969901,10382
homestead.afrc.af.mil,8306,28033,6229,3.375030099,131.8743077,8306
hsrd.research.va.gov,8306,17650,9344,2.124969901,83.12448832,8306
ibwc.gov,8306,20765,5191,2.5,262.6235252,8306
idmanagement.gov,8306,14535,5191,1.749939803,16.62484951,8306
iiimef.marines.mil,8306,9344,6229,1.124969901,262.7486155,7268
jackson.va.gov,8306,14535,8306,1.749939803,248.2486155,9344
knowledge.samhsa.gov,8306,19727,4153,2.375030099,118.7493378,7268
labels.fda.gov,8306,42568,11421,5.124969901,84.74957862,8306
larc-exchange.larc.nasa.gov,8306,13497,3115,1.624969901,62.12460872,8306
lrn.usace.army.mil,8306,10382,6229,1.249939803,5.124969901,8306
m.va.gov,8306,16612,7268,2,36.87478931,7268
manati.star.nesdis.noaa.gov,8306,93442,4153,11.2499398,362.8729834,9344
mcaspendleton.marines.mil,8306,9344,3115,1.124969901,115.3744281,8306
medicalmuseum.mil,8306,10382,6229,1.249939803,5.124969901,8306
memphis.va.gov,8306,19727,7268,2.375030099,386.2478931,8306
mountainhome.va.gov,8306,19727,10382,2.375030099,193.8739465,10382
muskogee.va.gov,8306,11421,8306,1.375030099,53.99975921,7268
myra.gov,8306,17650,7268,2.124969901,307.3733446,8306
nass.usda.gov,8306,9344,6229,1.124969901,92.37454852,6229
nwfsc.noaa.gov,8306,12459,7268,1.5,0,8306
nww.usace.army.mil,8306,20765,7268,2.5,158.9991572,8306
oceancolor.gsfc.nasa.gov,8306,32186,4153,3.875030099,254.2486155,10382
oig.dol.gov,8306,42568,6229,5.124969901,399.9978329,8306
oni.navy.mil,8306,38415,6229,4.624969901,363.3729834,8306
outreach.usda.gov,8306,22841,7268,2.749939803,18.3749097,10382
recoverymonth.gov,8306,8306,8306,1,140.1242475,8306
retirees.af.mil,8306,11421,8306,1.375030099,112.999398,8306
sandiego.va.gov,8306,23880,9344,2.875030099,124.3743077,8306
search.defense.gov,8306,65409,16612,7.874909704,21.62484951,23880
search.indianaffairs.gov,8306,11421,6229,1.375030099,122.8743077,8306
shreveport.va.gov,8306,11421,6229,1.375030099,185.2489766,7268
sk.usembassy.gov,8306,36339,6229,4.375030099,180.6240067,8306
stage.niehs.nih.gov,8306,88251,1038,10.6249699,1353.742596,9344
state.usajobs.gov,8306,9344,8306,1.124969901,280.9984349,1038
stories.usaid.gov,8306,28033,5191,3.375030099,597.2468095,7268
swl.usace.army.mil,8306,22841,10382,2.749939803,217.3738261,11421
tuscaloosa.va.gov,8306,9344,8306,1.124969901,25.62484951,8306
viewer.nationalmap.gov,8306,12459,11421,1.5,7.5,12459
115fw.ang.af.mil,7268,16612,3115,2.285635663,109.9955971,6229
173fw.ang.af.mil,7268,7268,4153,1,1.999862411,7268
2ndmardiv.marines.mil,7268,15574,8306,2.142817832,72.13992845,8306
afcyber.af.mil,7268,12459,5191,1.714226747,41.8555311,7268
albany.marines.mil,7268,18688,6229,2.571271326,220.2769675,7268
antarcticsun.usap.gov,7268,7268,6229,1,4.571271326,6229
arc.publicdebt.treas.gov,7268,26994,6229,3.714089158,162.1363511,6229
arcyber.army.mil,7268,23880,5191,3.285635663,257.5612273,7268
bbg.gov,7268,10382,7268,1.428453495,165.7076225,7268
bz.usembassy.gov,7268,22841,7268,3.142680242,91.85346725,9344
cat-informeddelivery.usps.com,7268,32186,1038,4.428453495,299.273803,19727
celebrating200years.noaa.gov,7268,12459,7268,1.714226747,145.1370391,7268
centralalabama.va.gov,7268,18688,5191,2.571271326,269.2750413,8306
cfpstage2016.rtpnc.epa.gov,7268,7268,7268,1,0,7268
chicago.va.gov,7268,22841,7268,3.142680242,250.1329114,7268
connecticut.va.gov,7268,11421,7268,1.571408916,202.9918822,7268
data.nal.usda.gov,7268,19727,9344,2.714226747,86.85374243,5191
data.nodc.noaa.gov,7268,7268,5191,1,54.28357182,6229
developer.epa.gov,7268,21803,7268,2.999862411,130.8519538,7268
eagnmncom122a.usps.com,7268,7268,7268,1,0,7268
eagnmncom1bf7.usps.com,7268,7268,7268,1,0,7268
eastcoast.coastwatch.noaa.gov,7268,15574,2076,2.142817832,2.714226747,7268
erdc.usace.army.mil,7268,11421,5191,1.571408916,35.57003302,7268
fayettevillear.va.gov,7268,18688,7268,2.571271326,142.4229499,5191
firms.modaps.eosdis.nasa.gov,7268,30109,3115,4.142680242,667.5448542,7268
fsaid.ed.gov,7268,9344,6229,1.285635663,1.857044579,6229
gcmd.nasa.gov,7268,21803,8306,2.999862411,7.8567694,8306
gdc.cancer.gov,7268,18688,6229,2.571271326,114.4240506,7268
genealogy.uscis.dhs.gov,7268,28033,4153,3.857044579,161.7078976,7268
gsafsd.service-now.com,7268,22841,7268,3.142680242,60.85470556,7268
hads.ncep.noaa.gov,7268,28033,7268,3.857044579,391.5558613,6229
healthcaredelivery.cancer.gov,7268,21803,5191,2.999862411,328.1297468,6229
home.dotgov.gov,7268,7268,6229,1,6.713951569,7268
hoover.archives.gov,7268,16612,7268,2.285635663,48.56948266,8306
iimef.marines.mil,7268,15574,7268,2.142817832,136.7088608,7268
jiatfs.southcom.mil,7268,26994,2076,3.714089158,154.7081728,7268
kunsan.af.mil,7268,9344,6229,1.285635663,6.85690699,7268
library.noaa.gov,7268,25956,7268,3.571271326,334.4152449,8306
madison.va.gov,7268,28033,7268,3.857044579,344.1291965,8306
mag31.marines.mil,7268,9344,1038,1.285635663,149.2797193,7268
manufacturing.gov,7268,32186,5191,4.428453495,392.5557237,6229
mcieast.marines.mil,7268,11421,9344,1.571408916,119.2809576,7268
md.usembassy.gov,7268,22841,6229,3.142680242,277.4175839,7268
mirecc.va.gov,7268,8306,5191,1.142817832,31.85580627,7268
mt.usembassy.gov,7268,31147,6229,4.285498074,328.986929,7268
mvs.usace.army.mil,7268,17650,6229,2.428453495,164.5648046,8306
nasaeclips.arc.nasa.gov,7268,10382,8306,1.428453495,126.9949092,7268
ncpc.gov,7268,25956,3115,3.571271326,215.4199229,7268
ncsesdata.nsf.gov,7268,15574,6229,2.142817832,41.42694001,7268
nyharbor.va.gov,7268,24918,13497,3.428453495,121.28082,12459
oalj.dol.gov,7268,15574,3115,2.142817832,234.419235,8306
ocfo.usda.gov,7268,60218,3115,8.285360484,712.9716566,9344
papahanaumokuakea.gov,7268,13497,7268,1.857044579,6.85690699,7268
pg.usembassy.gov,7268,8306,5191,1.142817832,319.1301596,7268
phytochem.nal.usda.gov,7268,61256,4153,8.428178316,533.4072647,7268
pmi.gov,7268,9344,6229,1.285635663,18.14212988,7268
pubs.nationalservice.gov,7268,28033,7268,3.857044579,121.5665933,7268
retireefehb.opm.gov,7268,16612,7268,2.285635663,172.9931205,4153
safety.af.mil,7268,43606,5191,5.999724821,253.8470006,7268
sep.va.gov,7268,7268,5191,1,11.99958723,6229
shoreline.noaa.gov,7268,13497,4153,1.857044579,107.281508,6229
starport.jsc.nasa.gov,7268,18688,5191,2.571271326,28.14171712,7268
stcloud.va.gov,7268,13497,7268,1.857044579,26.42749037,7268
stopfraud.gov,7268,9344,5191,1.285635663,90.13924051,7268
swt.usace.army.mil,7268,11421,7268,1.571408916,5.714089158,7268
syracuse.va.gov,7268,7268,4153,1,27.14171712,6229
tg.usembassy.gov,7268,26994,8306,3.714089158,310.987617,9344
tigerweb.geo.census.gov,7268,16612,8306,2.285635663,260.5610897,6229
tm.usembassy.gov,7268,29071,6229,3.999862411,175.5643919,7268
transparency.treasury.gov,7268,9344,6229,1.285635663,0.285635663,8306
ushik.ahrq.gov,7268,13497,6229,1.857044579,69.85429279,7268
usmint.com,7268,17650,6229,2.428453495,69.85429279,7268
vehiclestd.fas.gsa.gov,7268,58142,2076,7.999724821,532.1216291,8306
vetcenter.va.gov,7268,15574,9344,2.142817832,28.28453495,8306
westover.afrc.af.mil,7268,14535,6229,1.999862411,143.7085856,6229
wfm.noaa.gov,7268,8306,6229,1.142817832,19.14212988,7268
whiteman.af.mil,7268,19727,5191,2.714226747,140.851541,7268
wmap.gsfc.nasa.gov,7268,9344,6229,1.285635663,33.14157953,7268
www1.grc.nasa.gov,7268,29071,7268,3.999862411,174.421574,6229
youngstown.afrc.af.mil,7268,45683,5191,6.285498074,80.28247111,7268
142fw.ang.af.mil,6229,13497,5191,2.16680045,34.66928881,6229
aeronet.gsfc.nasa.gov,6229,20765,5191,3.333600899,299.1891154,6229
afdw.af.mil,6229,16612,4153,2.666880719,168.3459624,7268
afgsc.af.mil,6229,7268,6229,1.16680045,34.16920854,5191
alaska.usgs.gov,6229,7268,5191,1.16680045,60.17113501,6229
annarbor.va.gov,6229,11421,7268,1.833520629,4.667041259,6229
aquarium.nefsc.noaa.gov,6229,8306,4153,1.33344036,152.3446781,5191
armedforcessports.defense.gov,6229,13497,6229,2.16680045,55.00417402,6229
bedford.va.gov,6229,16612,7268,2.666880719,76.33905924,7268
bison.usgs.gov,6229,6229,2076,1,0,6229
blog.samhsa.gov,6229,12459,7268,2.000160539,29.50216728,6229
business.defense.gov,6229,8306,5191,1.33344036,32.83576818,6229
cactus.nci.nih.gov,6229,38415,5191,6.167121528,31.66896773,6229
caribbean.va.gov,6229,11421,7268,1.833520629,37.00272917,7268
chesapeakebay.noaa.gov,6229,8306,6229,1.33344036,8.500561888,6229
clintonwhitehouse5.archives.gov,6229,6229,6229,1,0,6229
coastal.er.usgs.gov,6229,14535,6229,2.33344036,130.5097126,6229
corpscpc.noaa.gov,6229,21803,3115,3.500240809,213.849414,5191
cpc.omao.noaa.gov,6229,157813,1038,25.33520629,2515.188152,6229
dataferrett.census.gov,6229,15574,5191,2.500240809,225.3501365,6229
disc.gsfc.nasa.gov,6229,19727,8306,3.166960989,4.500401349,7268
dpcpsi.nih.gov,6229,8306,5191,1.33344036,27.8354471,6229
dublin.va.gov,6229,13497,6229,2.16680045,44.83673142,6229
energy.sandia.gov,6229,10382,5191,1.66672018,42.50313052,6229
enrollmentcenter.medicare.gov,6229,375844,34262,60.33777492,866.2314978,29071
er.usembassy.gov,6229,11421,3115,1.833520629,85.50634131,6229
ethics.usda.gov,6229,51912,2076,8.333921978,1691.293145,9344
fam.nwcg.gov,6229,8306,2076,1.33344036,150.6779579,6229
fdasis.nlm.nih.gov,6229,11421,5191,1.833520629,282.1878311,6229
fdicoig.gov,6229,20765,4153,3.333600899,140.177075,6229
finance.ocfo.gsa.gov,6229,126666,5191,20.33488521,1126.917643,7268
fj.usembassy.gov,6229,14535,4153,2.33344036,377.0282549,6229
fsc.va.gov,6229,24918,8306,4.000321079,654.7156847,8306
history.msfc.nasa.gov,6229,8306,2076,1.33344036,59.0044951,6229
history.uscg.mil,6229,41530,7268,6.667201798,320.1905603,7268
ibcalc.usps.com,6229,13497,4153,2.16680045,75.50569915,1038
imp.medicare.gov,6229,80983,5191,13.00096324,1164.253813,6229
indianaffairs.gov,6229,12459,5191,2.000160539,70.0052978,6229
informal.jpl.nasa.gov,6229,11421,6229,1.833520629,36.00272917,6229
inws.ncep.noaa.gov,6229,6229,4153,1,0,6229
jimmycarterlibrary.gov,6229,16612,6229,2.666880719,18.6680045,6229
joltsdata.bls.gov,6229,35300,6229,5.667041259,238.6845401,6229
lexington.va.gov,6229,12459,7268,2.000160539,19.66816503,7268
listserv.opm.gov,6229,6229,6229,1,0,6229
littlerock.af.mil,6229,15574,4153,2.500240809,153.3448387,6229
lovingsupport.fns.usda.gov,6229,29071,2076,4.667041259,69.00513726,6229
maine.va.gov,6229,9344,5191,1.50008027,75.83897897,7268
maps.nwcg.gov,6229,7268,6229,1.16680045,242.3514208,5191
marforpac.marines.mil,6229,14535,4153,2.33344036,27.16872692,6229
mcasiwakunijp.marines.mil,6229,9344,6229,1.50008027,11.0008027,6229
mcesg.marines.mil,6229,9344,4153,1.50008027,50.50377268,6229
medicalcountermeasures.gov,6229,20765,5191,3.333600899,39.50296998,6229
mepi.state.gov,6229,15574,4153,2.500240809,582.2103066,6229
misawa.af.mil,6229,8306,6229,1.33344036,14.3344036,6229
nagb.gov,6229,19727,3115,3.166960989,110.6749077,6229
ncirc.gov,6229,15574,5191,2.500240809,476.0356397,6229
nciterms-dev.nci.nih.gov,6229,78907,1038,12.66768342,732.888104,9344
ncsacw.samhsa.gov,6229,253332,5191,40.66977043,2811.543747,6229
nist.time.gov,6229,6229,4153,1,0,6229
nnvl.noaa.gov,6229,8306,8306,1.33344036,0,8306
nowcoast.noaa.gov,6229,7268,5191,1.16680045,29.00224755,6229
ntl.bts.gov,6229,14535,8306,2.33344036,578.7099053,7268
nutrition.va.gov,6229,9344,6229,1.50008027,7.500561888,6229
ny.water.usgs.gov,6229,7268,5191,1.16680045,272.6871087,5191
ocsdata.ncd.noaa.gov,6229,17650,5191,2.833520629,113.1751485,6229
oefoif.va.gov,6229,12459,6229,2.000160539,92.34018301,5191
online.wr.usgs.gov,6229,7268,6229,1.16680045,7.833841708,6229
osce.usmission.gov,6229,13497,4153,2.16680045,14.00112378,6229
patientsafety.va.gov,6229,20765,6229,3.333600899,199.1815701,6229
petitions.obamawhitehouse.archives.gov,6229,6229,5191,1,0,6229
phaseii-www-beta.dev.ncei.noaa.gov,6229,105901,1038,17.00128432,1677.625462,6229
pint.ebenefits.va.gov,6229,9344,7268,1.50008027,45.83673142,4153
pso.ahrq.gov,6229,13497,3115,2.16680045,196.8481297,6229
publicaffairs.af.mil,6229,9344,6229,1.50008027,23.66848611,5191
questions.nationalservice.gov,6229,10382,5191,1.66672018,119.5089099,6229
realestatesales.gov,6229,37377,5191,6.000481618,142.1772355,6229
realmail.usps.com,6229,8306,4153,1.33344036,66.17161663,3115
ripcurrents.noaa.gov,6229,16612,6229,2.666880719,55.17081393,6229
rtips.cancer.gov,6229,30109,4153,4.833681169,644.3816022,7268
sd.usembassy.gov,6229,11421,7268,1.833520629,55.6708942,5191
search.us-cert.gov,6229,12459,3115,2.000160539,225.0168566,4153
shaw.af.mil,6229,10382,6229,1.66672018,97.50730454,6229
sitpx-custreg.usps.com,6229,6229,6229,1,0,6229
spk.usace.army.mil,6229,11421,4153,1.833520629,273.0203885,6229
spokane.va.gov,6229,12459,7268,2.000160539,28.33552737,7268
swf.usace.army.mil,6229,21803,6229,3.500240809,330.3580029,5191
tools.cdc.gov,6229,6229,6229,1,166.3458019,3115
usamriid.army.mil,6229,13497,3115,2.16680045,49.50377268,6229
veterantraining.va.gov,6229,9344,7268,1.50008027,35.00256863,6229
wcatwc.arh.noaa.gov,6229,8306,5191,1.33344036,152.1780382,6229
web.acpt.research.gov,6229,12459,3115,2.000160539,840.0629314,5191
webwiser.nlm.nih.gov,6229,20765,5191,3.333600899,295.8555145,6229
wfirst.gsfc.nasa.gov,6229,10382,6229,1.66672018,712.5533794,5191
whiteriver.va.gov,6229,12459,7268,2.000160539,29.83560764,7268
wilkes-barre.va.gov,6229,9344,7268,1.50008027,33.66912827,5191
www-robotics.jpl.nasa.gov,6229,8306,4153,1.33344036,86.83978167,5191
122fw.ang.af.mil,5191,24918,4153,4.800231169,303.012907,5191
15wing.af.mil,5191,9344,5191,1.800038528,50.80215758,4153
2ndmlg.marines.mil,5191,5191,5191,1,6.600269698,5191
307bw.afrc.af.mil,5191,7268,3115,1.400115585,4.400115585,5191
944fw.afrc.af.mil,5191,9344,6229,1.800038528,220.2094009,6229
aasis.omha.hhs.gov,5191,50874,2076,9.80042381,1173.250048,5191
afimsc.af.mil,5191,5191,5191,1,0,5191
alaska.va.gov,5191,12459,6229,2.400115585,217.0092468,5191
albuquerque.va.gov,5191,10382,7268,2,20.40088615,8306
alcoholtreatment.niaaa.nih.gov,5191,7268,5191,1.400115585,9.000385282,5191
amis.cdfifund.gov,5191,6229,3115,1.199961472,10.40050087,5191
apps.nlm.nih.gov,5191,34262,2076,6.600269698,118.4051243,5191
armycivilianservice.usajobs.gov,5191,7268,7268,1.400115585,503.4214987,0
az.usembassy.gov,5191,7268,5191,1.400115585,13.00057792,5191
blogs-origin.cdc.gov,5191,7268,1038,1.400115585,35.2015026,5191
blueearth.usps.gov,5191,6229,5191,1.199961472,21.40088615,5191
bw.usembassy.gov,5191,6229,5191,1.199961472,32.60142554,5191
centralwesternmass.va.gov,5191,17650,5191,3.400115585,252.610865,4153
cfm.va.gov,5191,8306,4153,1.600077056,100.0042381,5191
chemdata.nist.gov,5191,28033,7268,5.400308226,15.80061645,9344
clintonwhitehouse1.archives.gov,5191,7268,6229,1.400115585,3.600077056,5191
cms.dot.gov,5191,11421,4153,2.200154113,303.4130225,6229
coastalscience.noaa.gov,5191,6229,4153,1.199961472,41.00173377,5191
coralreefwatch.noaa.gov,5191,11421,6229,2.200154113,32.40146407,6229
cv.usembassy.gov,5191,14535,4153,2.800038528,55.40242728,6229
dhc-europe.amedd.army.mil,5191,14535,2076,2.800038528,50.60219611,5191
dhra.mil,5191,23880,4153,4.600269698,336.2144096,5191
dietassessmentprimer.cancer.gov,5191,6229,5191,1.199961472,2.400115585,5191
dm.usda.gov,5191,18688,6229,3.600077056,232.0098247,7268
don.usajobs.gov,5191,5191,5191,1,603.8258524,2076
eagnmncom069c.usps.com,5191,5191,5191,1,0,5191
eagnmncom115d.usps.com,5191,5191,5191,1,0,5191
eagnmncom1c47.usps.com,5191,5191,5191,1,0,5191
effectiveinterventions.cdc.gov,5191,103824,5191,20.00077056,203.8087074,6229
es-redelivery.usps.com,5191,22841,4153,4.400115585,367.8156425,5191
faai.usajobs.gov,5191,6229,4153,1.199961472,174.007513,0
fi.usembassy.gov,5191,14535,5191,2.800038528,122.8052398,5191
fishwatch.gov,5191,19727,5191,3.800231169,184.0078983,5191
forfeiture.gov,5191,6229,5191,1.199961472,145.206126,5191
forms.irs.gov,5191,98633,11421,19.00077056,18.80080909,11421
galvestonlab.sefsc.noaa.gov,5191,7268,3115,1.400115585,22.20092468,5191
gapanalysis.usgs.gov,5191,8306,4153,1.600077056,33.40146407,5191
gcmrc.gov,5191,5191,4153,1,0,5191
gm.usembassy.gov,5191,9344,4153,1.800038528,256.6110576,4153
gn.usembassy.gov,5191,16612,5191,3.200154113,570.4243884,4153
gravelocator.cem.va.gov,5191,22841,3115,4.400115585,291.0125217,5191
healthreach.nlm.nih.gov,5191,12459,4153,2.400115585,21.40088615,5191
hints.cancer.gov,5191,19727,1038,3.800231169,553.0236949,5191
holloman.af.mil,5191,7268,5191,1.400115585,42.00173377,6229
